cd_fcu;CMAET60;CMAST60;CMATT60;CMACT60;year;nm_fcu;cd_mun;nm_mun
31367020055;NA;NA;NA;NA;NA;Vila Alpina;3136702;Juiz de Fora
31367020056;NA;NA;NA;NA;NA;Vila Bejani;3136702;Juiz de Fora
31367020057;NA;NA;NA;NA;NA;Vila Paraíso;3136702;Juiz de Fora
31367020058;NA;NA;NA;NA;NA;Vila Santo Antônio II;3136702;Juiz de Fora
31367020064;NA;NA;NA;NA;NA;Jardim da Lua;3136702;Juiz de Fora
31400010001;NA;NA;NA;NA;NA;Alto do Rosário/Morada do Sol;3140001;Mariana
31400010002;NA;NA;NA;NA;NA;Santa Clara;3140001;Mariana
31408030001;NA;NA;NA;NA;NA;Cedofeita;3140803;Matias Barbosa
31411080002;NA;NA;NA;NA;NA;São Pedro/Liberdade;3141108;Matozinhos
31411080003;NA;NA;NA;NA;NA;Vista Alegre;3141108;Matozinhos
31433020002;NA;NA;NA;NA;NA;Vila Alice;3143302;Montes Claros
31433020003;NA;NA;NA;NA;NA;Vila  São Francisco de Assis;3143302;Montes Claros
31433020006;NA;NA;NA;NA;NA;São Vicente no Bairro Santos Reis;3143302;Montes Claros
31433020009;NA;NA;NA;NA;NA;Morrinhos;3143302;Montes Claros
31433020014;NA;NA;NA;NA;NA;Vila Mauricéia;3143302;Montes Claros
31433020016;NA;NA;NA;NA;NA;Vila Santa Cecília;3143302;Montes Claros
31433020018;NA;NA;NA;NA;NA;Rua Manoel de Souza Brasil;3143302;Montes Claros
31433020019;NA;NA;NA;NA;NA;Bairro Cidade Conferência Cristo Rei;3143302;Montes Claros
31433020022;NA;NA;NA;NA;NA;Nova Morada;3143302;Montes Claros
31433020023;NA;NA;NA;NA;NA;Vila Castelo Branco;3143302;Montes Claros
31433020024;NA;NA;NA;NA;NA;Vila Tupã;3143302;Montes Claros
31433020025;NA;NA;NA;NA;NA;Vila Telma;3143302;Montes Claros
31433020026;NA;NA;NA;NA;NA;Bairro Itatiaia;3143302;Montes Claros
31433020027;NA;NA;NA;NA;NA;Bairro Chiquinho Guimarães;3143302;Montes Claros
31433020028;NA;NA;NA;NA;NA;Vilage do Lago;3143302;Montes Claros
31433020030;NA;NA;NA;NA;NA;Rua Barão de Mauá;3143302;Montes Claros
31433020031;NA;NA;NA;NA;NA;Rua da Prata;3143302;Montes Claros
31433020032;NA;NA;NA;NA;NA;Rua Vinte;3143302;Montes Claros
31433020033;NA;NA;NA;NA;NA;Vila Campos;3143302;Montes Claros
31433020034;NA;NA;NA;NA;NA;Morro do Frade-Caixa D´Água;3143302;Montes Claros
31433020035;NA;NA;NA;NA;NA;Ciro dos Anjos;3143302;Montes Claros
31433020036;NA;NA;NA;NA;NA;Bela Paisagem Pedreira Vila São Francisco de Assis;3143302;Montes Claros
31433020037;NA;NA;NA;NA;NA;Cidade Industrial A;3143302;Montes Claros
31433020038;NA;NA;NA;NA;NA;Doutor João Alves;3143302;Montes Claros
31433020039;NA;NA;NA;NA;NA;Jardim Eldorado;3143302;Montes Claros
31433020040;NA;NA;NA;NA;NA;São Lourenço;3143302;Montes Claros
31433020048;NA;NA;NA;NA;NA;Cidade Industrial B;3143302;Montes Claros
31448050002;NA;NA;NA;NA;NA;Capela Velha;3144805;Nova Lima
31448050003;NA;NA;NA;NA;NA;Chácara Bom Retiro;3144805;Nova Lima
31448050004;NA;NA;NA;NA;NA;Cruzeiro;3144805;Nova Lima
31448050005;NA;NA;NA;NA;NA;Fazenda do Benito;3144805;Nova Lima
31448050006;NA;NA;NA;NA;NA;Invasão Água Limpa;3144805;Nova Lima
31448050007;NA;NA;NA;NA;NA;Linha Férrea Honório Bicalho;3144805;Nova Lima
31448050008;NA;NA;NA;NA;NA;Nossa Senhora de Fátima;3144805;Nova Lima
31448050009;NA;NA;NA;NA;NA;Nova Canaã;3144805;Nova Lima
31448050010;NA;NA;NA;NA;NA;Recanto do Galo;3144805;Nova Lima
31448050011;NA;NA;NA;NA;NA;Vila da Mata cupação I;3144805;Nova Lima
31448050012;NA;NA;NA;NA;NA;Vila da Mata ocupação II;3144805;Nova Lima
31448050013;NA;NA;NA;NA;NA;Vila da Mata ocupação III;3144805;Nova Lima
31448050014;NA;NA;NA;NA;NA;Campo do Pires;3144805;Nova Lima
31479070001;NA;NA;NA;NA;NA;Novo Horizonte;3147907;Passos
31487070001;NA;NA;NA;NA;NA;Lajedo do Cruzeiro;3148707;Pedra Azul
31493090001;NA;NA;NA;NA;NA;Vila Nossa Senhora Aparecida;3149309;Pedro Leopoldo
31493090002;NA;NA;NA;NA;NA;Garimpo ou Horta Comunitária;3149309;Pedro Leopoldo
31493090004;NA;NA;NA;NA;NA;Cascalheira;3149309;Pedro Leopoldo
31493090005;NA;NA;NA;NA;NA;Quinta das Palmeiras ou Área Verde;3149309;Pedro Leopoldo
31493090006;NA;NA;NA;NA;NA;Vila São João Batista;3149309;Pedro Leopoldo
31511070001;NA;NA;NA;NA;NA;Brasilinha;3151107;Pirapetinga
31519090002;NA;NA;NA;NA;NA;Sítio Bom Retiro;3151909;Pocrane
31522040002;NA;NA;NA;NA;NA;Cidade Alta;3152204;Porteirinha
31522040003;NA;NA;NA;NA;NA;Guará;3152204;Porteirinha
31522040004;NA;NA;NA;NA;NA;União;3152204;Porteirinha
31528080001;NA;NA;NA;NA;NA;Morada do Sol;3152808;Prata
31546060001;NA;NA;NA;NA;NA;Vila Braúnas;3154606;Ribeirão das Neves
31546060005;90,000000000000000;35,000000000000000;5,29950000000000e+04;3,000000000000000;2019;Vila Santa Fé - Rua Trinta e Um - Justinópolis;3154606;Ribeirão das Neves
31546060006;57,000000000000000;19,000000000000000;4,05870000000000e+04;3,000000000000000;2019;Vila Bispo de Maura;3154606;Ribeirão das Neves
31546060008;NA;NA;NA;NA;NA;Vila Bom Jesus - Bairro Florença;3154606;Ribeirão das Neves
31546060009;NA;NA;NA;NA;NA;Vila do Conjunto Henrique Sapori;3154606;Ribeirão das Neves
31546060010;NA;NA;NA;NA;NA;Vila Hortinha;3154606;Ribeirão das Neves
31546060011;72,000000000000000;28,000000000000000;3,66300000000000e+04;2,500000000000000;2019;Vila Maria Helena II;3154606;Ribeirão das Neves
31546060013;69,500000000000000;27,500000000000000;3,49615000000000e+04;3,000000000000000;2019;Vila Landi 1a Seção - Vila Facão;3154606;Ribeirão das Neves
31546060014;NA;NA;NA;NA;NA;Vila Pedreira;3154606;Ribeirão das Neves
31546060015;NA;NA;NA;NA;NA;Vila Avenida Dionisio Gomes;3154606;Ribeirão das Neves
31546060016;NA;NA;NA;NA;NA;Vila Cruzeiro / Alto Veneza;3154606;Ribeirão das Neves
31546060017;NA;NA;NA;NA;NA;Vila Florença Rua Cinquenta e Três;3154606;Ribeirão das Neves
31546060018;NA;NA;NA;NA;NA;Roma;3154606;Ribeirão das Neves
31546060019;NA;NA;NA;NA;NA;Vila Jardim de Ala;3154606;Ribeirão das Neves
31546060020;NA;NA;NA;NA;NA;Ocupação Tomas Balduíno;3154606;Ribeirão das Neves
31546060021;NA;NA;NA;NA;NA;Vila Arco Iris;3154606;Ribeirão das Neves
31546060022;NA;NA;NA;NA;NA;Barcelona;3154606;Ribeirão das Neves
31546060023;NA;NA;NA;NA;NA;Granjas Primavera;3154606;Ribeirão das Neves
31546060024;NA;NA;NA;NA;NA;Jardim Canto da Alvorada;3154606;Ribeirão das Neves
31546060025;NA;NA;NA;NA;NA;Jardim Colonial;3154606;Ribeirão das Neves
31546060026;77,000000000000000;29,500000000000000;5,30060000000000e+04;3,500000000000000;2019;Katia;3154606;Ribeirão das Neves
31546060027;NA;NA;NA;NA;NA;Metropolitano A;3154606;Ribeirão das Neves
31546060028;NA;NA;NA;NA;NA;Monte Verde;3154606;Ribeirão das Neves
31546060029;NA;NA;NA;NA;NA;Neviana;3154606;Ribeirão das Neves
31546060030;NA;NA;NA;NA;NA;Nova Pampulha Vila Terezópolis;3154606;Ribeirão das Neves
31546060031;NA;NA;NA;NA;NA;Rosaneves A;3154606;Ribeirão das Neves
31546060032;NA;NA;NA;NA;NA;San Genaro;3154606;Ribeirão das Neves
31546060033;NA;NA;NA;NA;NA;Santa Margarida;3154606;Ribeirão das Neves
31546060034;NA;NA;NA;NA;NA;São José;3154606;Ribeirão das Neves
31546060035;NA;NA;NA;NA;NA;Soares;3154606;Ribeirão das Neves
31546060036;NA;NA;NA;NA;NA;Vale da Prata;3154606;Ribeirão das Neves
31546060037;NA;NA;NA;NA;NA;Vera Lúcia;3154606;Ribeirão das Neves
31546060038;NA;NA;NA;NA;NA;Vereda;3154606;Ribeirão das Neves
31546060039;NA;NA;NA;NA;NA;Vila Bela Vista - Landi;3154606;Ribeirão das Neves
31546060040;NA;NA;NA;NA;NA;Vila Pedreira - Menezes;3154606;Ribeirão das Neves
31546060041;NA;NA;NA;NA;NA;Vila Rogerio Miranda;3154606;Ribeirão das Neves
31546060043;NA;NA;NA;NA;NA;Rosaneves B;3154606;Ribeirão das Neves
31548040001;NA;NA;NA;NA;NA;Villa Nova;3154804;Rio Acima
31548040002;NA;NA;NA;NA;NA;Jatobá;3154804;Rio Acima
31567000003;NA;NA;NA;NA;NA;Alto Cabral;3156700;Sabará
31567000004;NA;NA;NA;NA;NA;Alto do Fidalgo;3156700;Sabará
31567000008;57,000000000000000;19,000000000000000;2,31900000000000e+04;3,000000000000000;2019;Barraginha;3156700;Sabará
31567000009;65,000000000000000;84,799999999999997;1,78630400000000e+05;4,400000000000000;2019;Castanheiras;3156700;Sabará
31567000010;NA;NA;NA;NA;NA;Alto Vila Rica;3156700;Sabará
31567000011;NA;NA;NA;NA;NA;Itacolomi;3156700;Sabará
31578070001;NA;NA;NA;NA;NA;Vila Nossa Senhora de Fátima / Rua Estados Unidos;3157807;Santa Luzia
31578070002;33,333333333333336;20,000000000000000;2,51036666666667e+04;1,666666666666667;2019;Vila S. Beatriz - Rua Monoel Macedo;3157807;Santa Luzia
31578070003;0,000000000000000;0,000000000000000;0,00000000000000e+00;0,000000000000000;2019;Vila Serra Pelada - Rua Líbano;3157807;Santa Luzia
31578070004;NA;NA;NA;NA;NA;Vila União;3157807;Santa Luzia
31578070005;NA;NA;NA;NA;NA;Vila Baronesa - Avenida Oceania;3157807;Santa Luzia
31578070006;NA;NA;NA;NA;NA;Vila Nova Esperança;3157807;Santa Luzia
31578070007;NA;NA;NA;NA;NA;Vila Ferraz;3157807;Santa Luzia
31578070008;NA;NA;NA;NA;NA;Vila Bom Destino;3157807;Santa Luzia
31578070009;NA;NA;NA;NA;NA;Vila das Antenas;3157807;Santa Luzia
31578070010;NA;NA;NA;NA;NA;Vila Sesc;3157807;Santa Luzia
31578070011;NA;NA;NA;NA;NA;Vila Beira Linha;3157807;Santa Luzia
31578070012;NA;NA;NA;NA;NA;Cachimbeiros;3157807;Santa Luzia
31578070015;NA;NA;NA;NA;NA;Nova Conquista;3157807;Santa Luzia
31578070016;NA;NA;NA;NA;NA;Santa Matilde;3157807;Santa Luzia
31578070017;9,000000000000000;4,000000000000000;3,06400000000000e+03;0,000000000000000;2019;São Cosme;3157807;Santa Luzia
31596050001;NA;NA;NA;NA;NA;Serrinha;3159605;Santa Rita do Sapucaí
31629220001;NA;NA;NA;NA;NA;Acampamento Pátria Livre;3162922;São Joaquim de Bicas
31629220002;NA;NA;NA;NA;NA;Acampamento Zequinha;3162922;São Joaquim de Bicas
31629220003;NA;NA;NA;NA;NA;Boa Esperança;3162922;São Joaquim de Bicas
31629550001;NA;NA;NA;NA;NA;Nova Cachoeira;3162955;São José da Lapa
31655370001;NA;NA;NA;NA;NA;Vilinha da Israel Pinheiro;3165537;Sarzedo
31672020002;NA;NA;NA;NA;NA;Cidade de Deus;3167202;Sete Lagoas
31686060005;NA;NA;NA;NA;NA;Alto São Cristóvão;3168606;Teófilo Otoni
31686060007;NA;NA;NA;NA;NA;Indaiá;3168606;Teófilo Otoni
31686060008;NA;NA;NA;NA;NA;Minas Novas (Gangorrinha);3168606;Teófilo Otoni
31686060009;NA;NA;NA;NA;NA;Boiadeiro;3168606;Teófilo Otoni
31686060010;NA;NA;NA;NA;NA;Pindorama (São Geraldo);3168606;Teófilo Otoni
31686060011;NA;NA;NA;NA;NA;São Benedito;3168606;Teófilo Otoni
31686060012;NA;NA;NA;NA;NA;Vila Betel;3168606;Teófilo Otoni
31686060013;NA;NA;NA;NA;NA;Vila Jacaré - Cidade Nova;3168606;Teófilo Otoni
31686060014;NA;NA;NA;NA;NA;Viriato;3168606;Teófilo Otoni
31687050001;NA;NA;NA;NA;NA;Bairro Bela Vista;3168705;Timóteo
31687050002;NA;NA;NA;NA;NA;Ana Moura;3168705;Timóteo
31687050003;NA;NA;NA;NA;NA;Grota dos vieiras;3168705;Timóteo
31687050004;NA;NA;NA;NA;NA;Macuco;3168705;Timóteo
31687050005;NA;NA;NA;NA;NA;Nova Esperança A;3168705;Timóteo
31687050006;NA;NA;NA;NA;NA;Novo Tempo;3168705;Timóteo
31701070011;NA;NA;NA;NA;NA;Avenida Alfredo De Faria (Jardim Uberaba);3170107;Uberaba
31701070012;NA;NA;NA;NA;NA;Avenida Coronel Joaquim De Oliveira Prata (Gameleira);3170107;Uberaba
31701070013;NA;NA;NA;NA;NA;Avenida Do Contorno;3170107;Uberaba
31701070014;NA;NA;NA;NA;NA;Coréia (Abadia);3170107;Uberaba
31701070015;NA;NA;NA;NA;NA;Corredor Do Tutunas;3170107;Uberaba
31701070016;NA;NA;NA;NA;NA;Jardim Terra Santa;3170107;Uberaba
31701070017;NA;NA;NA;NA;NA;Vila Esperança (Quiabo);3170107;Uberaba
31701070018;NA;NA;NA;NA;NA;Vila Militar;3170107;Uberaba
31701070019;NA;NA;NA;NA;NA;Vila Paulista (Boca Do Lobo);3170107;Uberaba
31701070020;NA;NA;NA;NA;NA;Vila Planalto (Vila Do Pássaro Preto);3170107;Uberaba
31702060001;NA;NA;NA;NA;NA;Glória;3170206;Uberlândia
31702060003;NA;NA;NA;NA;NA;Santa Clara;3170206;Uberlândia
31702060004;NA;NA;NA;NA;NA;Maná;3170206;Uberlândia
31702060005;NA;NA;NA;NA;NA;Zaire Resende 2;3170206;Uberlândia
31702060006;NA;NA;NA;NA;NA;Irmã Dulce;3170206;Uberlândia
31702060008;NA;NA;NA;NA;NA;Lagoinha;3170206;Uberlândia
31702060010;NA;NA;NA;NA;NA;Bom Jesus;3170206;Uberlândia
31702060011;NA;NA;NA;NA;NA;Fidel Castro;3170206;Uberlândia
31702060012;NA;NA;NA;NA;NA;Integração;3170206;Uberlândia
31702060013;NA;NA;NA;NA;NA;Manain;3170206;Uberlândia
31702060014;NA;NA;NA;NA;NA;Monte Horebe;3170206;Uberlândia
31702060015;NA;NA;NA;NA;NA;Morada Nova;3170206;Uberlândia
31702060016;NA;NA;NA;NA;NA;Nova Renovação;3170206;Uberlândia
31702060017;NA;NA;NA;NA;NA;Pampulha;3170206;Uberlândia
31702060018;NA;NA;NA;NA;NA;Panorama;3170206;Uberlândia
31702060019;NA;NA;NA;NA;NA;Parque Maravilha II;3170206;Uberlândia
31702060020;NA;NA;NA;NA;NA;Rua Antônio Carlos Martins Ribeiro;3170206;Uberlândia
31702060022;NA;NA;NA;NA;NA;Rua Marginal;3170206;Uberlândia
31702060023;NA;NA;NA;NA;NA;Rua Nilo;3170206;Uberlândia
31702060024;NA;NA;NA;NA;NA;Rua Seis;3170206;Uberlândia
31702060025;NA;NA;NA;NA;NA;Santo Antônio;3170206;Uberlândia
31702060026;NA;NA;NA;NA;NA;São Pedro;3170206;Uberlândia
31702060028;NA;NA;NA;NA;NA;Carlito Cordeiro;3170206;Uberlândia
31702060029;NA;NA;NA;NA;NA;Esperança III;3170206;Uberlândia
31712040001;NA;NA;NA;NA;NA;Vila Bode;3171204;Vespasiano
31712040002;67,500000000000000;27,000000000000000;3,50520000000000e+04;2,000000000000000;2019;Nova Pampulha;3171204;Vespasiano
31712040003;NA;NA;NA;NA;NA;Novo Horizonte;3171204;Vespasiano
31712040004;NA;NA;NA;NA;NA;Boa Vista;3171204;Vespasiano
31712040005;NA;NA;NA;NA;NA;Morro Alto;3171204;Vespasiano
31712040006;NA;NA;NA;NA;NA;Jardim Daliana;3171204;Vespasiano
31712040007;NA;NA;NA;NA;NA;Jardim da Glória;3171204;Vespasiano
31712040008;NA;NA;NA;NA;NA;Cascalheira;3171204;Vespasiano
31713030001;NA;NA;NA;NA;NA;Nova Viçosa;3171303;Viçosa
32001020001;NA;NA;NA;NA;NA;Jandira Alves Giesta;3200102;Afonso Cláudio
32001020002;NA;NA;NA;NA;NA;Campo 21;3200102;Afonso Cláudio
32001020006;NA;NA;NA;NA;NA;Colina do Cruzeiro;3200102;Afonso Cláudio
32001020009;NA;NA;NA;NA;NA;Vila Nova;3200102;Afonso Cláudio
32001690002;NA;NA;NA;NA;NA;Vila Bide;3200169;Água Doce do Norte
32002010002;NA;NA;NA;NA;NA;Prainha;3200201;Alegre
32002010007;NA;NA;NA;NA;NA;Loteamento Luz Marina;3200201;Alegre
32002010014;NA;NA;NA;NA;NA;Morro do Querosene;3200201;Alegre
32002010026;NA;NA;NA;NA;NA;Vila Alta;3200201;Alegre
32003590002;NA;NA;NA;NA;NA;Vila Palmeirino;3200359;Alto Rio Novo
32003590004;NA;NA;NA;NA;NA;Padre Pedro Pase;3200359;Alto Rio Novo
32004090001;NA;NA;NA;NA;NA;Praia de Guanabara;3200409;Anchieta
32004090005;NA;NA;NA;NA;NA;Anchieta;3200409;Anchieta
32006070001;NA;NA;NA;NA;NA;Portelinha;3200607;Aracruz
32006070003;NA;NA;NA;NA;NA;Santa Luzia;3200607;Aracruz
32006070004;NA;NA;NA;NA;NA;Limão;3200607;Aracruz
32006070009;NA;NA;NA;NA;NA;São Clemente;3200607;Aracruz
32006070014;NA;NA;NA;NA;NA;Fátima A;3200607;Aracruz
32006070015;NA;NA;NA;NA;NA;Planalto;3200607;Aracruz
32006070021;NA;NA;NA;NA;NA;Bela Vista B;3200607;Aracruz
32007060001;NA;NA;NA;NA;NA;Alto Niterói;3200706;Atílio Vivácqua
32007060002;NA;NA;NA;NA;NA;Grota;3200706;Atílio Vivácqua
32007060003;NA;NA;NA;NA;NA;Ilha;3200706;Atílio Vivácqua
32008050004;NA;NA;NA;NA;NA;Rosário II;3200805;Baixo Guandu
32008050005;NA;NA;NA;NA;NA;Rosário I;3200805;Baixo Guandu
32008050006;NA;NA;NA;NA;NA;Alto Guandú;3200805;Baixo Guandu
32008050009;NA;NA;NA;NA;NA;São Pedro;3200805;Baixo Guandu
32009040001;NA;NA;NA;NA;NA;Vila Gonçalves;3200904;Barra de São Francisco
32009040002;NA;NA;NA;NA;NA;Vila Landinha A;3200904;Barra de São Francisco
32009040003;NA;NA;NA;NA;NA;Irmãos Fernandes A;3200904;Barra de São Francisco
32009040004;NA;NA;NA;NA;NA;Vila São Vicente;3200904;Barra de São Francisco
32009040005;NA;NA;NA;NA;NA;Bambé;3200904;Barra de São Francisco
32009040006;NA;NA;NA;NA;NA;Colina;3200904;Barra de São Francisco
32009040007;NA;NA;NA;NA;NA;Campo Novo;3200904;Barra de São Francisco
32009040008;NA;NA;NA;NA;NA;Cruzeiro;3200904;Barra de São Francisco
32009040009;NA;NA;NA;NA;NA;Vila Vicente;3200904;Barra de São Francisco
32009040010;NA;NA;NA;NA;NA;Antônio Inácio de Oliveira;3200904;Barra de São Francisco
32009040011;NA;NA;NA;NA;NA;Vila Luciene;3200904;Barra de São Francisco
32009040012;NA;NA;NA;NA;NA;Vila Landinha B;3200904;Barra de São Francisco
32009040013;NA;NA;NA;NA;NA;Irmãos Fernandes B;3200904;Barra de São Francisco
32011000001;NA;NA;NA;NA;NA;Silvana;3201100;Bom Jesus do Norte
32011000002;NA;NA;NA;NA;NA;Macário;3201100;Bom Jesus do Norte
32011000003;NA;NA;NA;NA;NA;Dona Leia;3201100;Bom Jesus do Norte
32012090001;NA;NA;NA;NA;NA;Abelardo Ferreira Machado;3201209;Cachoeiro de Itapemirim
32012090002;NA;NA;NA;NA;NA;Aeroporto;3201209;Cachoeiro de Itapemirim
32012090004;NA;NA;NA;NA;NA;Alto União;3201209;Cachoeiro de Itapemirim
32012090006;NA;NA;NA;NA;NA;Teixeira Leite;3201209;Cachoeiro de Itapemirim
32012090008;NA;NA;NA;NA;NA;Nossa Senhora Aparecida;3201209;Cachoeiro de Itapemirim
32012090009;NA;NA;NA;NA;NA;Doutor Gilson Carone;3201209;Cachoeiro de Itapemirim
32012090010;NA;NA;NA;NA;NA;São Francisco de Assis;3201209;Cachoeiro de Itapemirim
32012090012;NA;NA;NA;NA;NA;Bela Vista;3201209;Cachoeiro de Itapemirim
32012090013;NA;NA;NA;NA;NA;Rubem Braga;3201209;Cachoeiro de Itapemirim
32012090014;NA;NA;NA;NA;NA;Santa Cecília;3201209;Cachoeiro de Itapemirim
32012090015;NA;NA;NA;NA;NA;Zumbi;3201209;Cachoeiro de Itapemirim
32012090016;NA;NA;NA;NA;NA;São Luiz Gonzaga;3201209;Cachoeiro de Itapemirim
32012090017;NA;NA;NA;NA;NA;Alto Independência;3201209;Cachoeiro de Itapemirim
32012090020;NA;NA;NA;NA;NA;Boa Vista;3201209;Cachoeiro de Itapemirim
32012090023;NA;NA;NA;NA;NA;Valão;3201209;Cachoeiro de Itapemirim
32012090024;NA;NA;NA;NA;NA;Bom Pastor;3201209;Cachoeiro de Itapemirim
32012090025;NA;NA;NA;NA;NA;Parque das Laranjeiras;3201209;Cachoeiro de Itapemirim
32012090027;NA;NA;NA;NA;NA;Nossa Senhora da Penha;3201209;Cachoeiro de Itapemirim
32012090029;NA;NA;NA;NA;NA;Alto Amarelo;3201209;Cachoeiro de Itapemirim
32012090031;NA;NA;NA;NA;NA;Vargem Grande do Soturno A;3201209;Cachoeiro de Itapemirim
32012090033;NA;NA;NA;NA;NA;Baiminas;3201209;Cachoeiro de Itapemirim
32012090034;NA;NA;NA;NA;NA;Amarelo;3201209;Cachoeiro de Itapemirim
32012090036;NA;NA;NA;NA;NA;Santa Helena;3201209;Cachoeiro de Itapemirim
32012090037;NA;NA;NA;NA;NA;Alto Novo Parque;3201209;Cachoeiro de Itapemirim
32012090039;NA;NA;NA;NA;NA;Itaóca;3201209;Cachoeiro de Itapemirim
32012090040;NA;NA;NA;NA;NA;Corrego Dos Monos;3201209;Cachoeiro de Itapemirim
32012090041;NA;NA;NA;NA;NA;Agostinho Simonato;3201209;Cachoeiro de Itapemirim
32012090042;NA;NA;NA;NA;NA;Basiléia;3201209;Cachoeiro de Itapemirim
32012090043;NA;NA;NA;NA;NA;Boa Esperança;3201209;Cachoeiro de Itapemirim
32012090044;NA;NA;NA;NA;NA;Caiçara;3201209;Cachoeiro de Itapemirim
32012090048;NA;NA;NA;NA;NA;Ilha da Luz;3201209;Cachoeiro de Itapemirim
32012090050;NA;NA;NA;NA;NA;Novo Parque;3201209;Cachoeiro de Itapemirim
32012090051;NA;NA;NA;NA;NA;Rui Pinto Bandeira;3201209;Cachoeiro de Itapemirim
32012090053;NA;NA;NA;NA;NA;São Lucas;3201209;Cachoeiro de Itapemirim
32012090054;NA;NA;NA;NA;NA;Amaral;3201209;Cachoeiro de Itapemirim
32012090055;NA;NA;NA;NA;NA;Coramara;3201209;Cachoeiro de Itapemirim
32012090056;NA;NA;NA;NA;NA;Monte Cristo;3201209;Cachoeiro de Itapemirim
32012090057;NA;NA;NA;NA;NA;Sumaré;3201209;Cachoeiro de Itapemirim
32013080002;NA;NA;NA;NA;NA;Mangue Seco;3201308;Cariacica
32013080003;NA;NA;NA;NA;NA;Flexal I A;3201308;Cariacica
32013080005;NA;NA;NA;NA;NA;Itanguá A;3201308;Cariacica
32013080006;NA;NA;NA;NA;NA;Porto Santana A;3201308;Cariacica
32013080007;NA;NA;NA;NA;NA;Operário;3201308;Cariacica
32013080008;NA;NA;NA;NA;NA;Porto Novo;3201308;Cariacica
32013080012;NA;NA;NA;NA;NA;Jardim Botânico;3201308;Cariacica
32013080013;NA;NA;NA;NA;NA;Padre Gabriel;3201308;Cariacica
32013080014;NA;NA;NA;NA;NA;Nova Canaã;3201308;Cariacica
32013080015;NA;NA;NA;NA;NA;Nova Rosa da Penha A;3201308;Cariacica
32013080016;NA;NA;NA;NA;NA;Nova Esperança;3201308;Cariacica
32013080017;NA;NA;NA;NA;NA;Vila Progresso;3201308;Cariacica
32013080021;NA;NA;NA;NA;NA;Alice Coutinho;3201308;Cariacica
32013080023;NA;NA;NA;NA;NA;Campo Verde;3201308;Cariacica
32013080027;NA;NA;NA;NA;NA;Bubu;3201308;Cariacica
32013080028;NA;NA;NA;NA;NA;São João Batista;3201308;Cariacica
32013080029;NA;NA;NA;NA;NA;Morro Novo;3201308;Cariacica
32013080031;NA;NA;NA;NA;NA;Morrinhos;3201308;Cariacica
32013080032;NA;NA;NA;NA;NA;Aparecida;3201308;Cariacica
32013080033;NA;NA;NA;NA;NA;Rio Branco A;3201308;Cariacica
32013080034;NA;NA;NA;NA;NA;Beira Linha;3201308;Cariacica
32013080035;NA;NA;NA;NA;NA;Campina Grande;3201308;Cariacica
32013080036;NA;NA;NA;NA;NA;Santa Bárbara A;3201308;Cariacica
32013080037;NA;NA;NA;NA;NA;Jardim Campo Grande A;3201308;Cariacica
32013080038;NA;NA;NA;NA;NA;Santa Paula;3201308;Cariacica
32013080039;NA;NA;NA;NA;NA;Santa Catarina A;3201308;Cariacica
32013080040;NA;NA;NA;NA;NA;Castelo Branco A;3201308;Cariacica
32013080041;NA;NA;NA;NA;NA;Jardim de Alah;3201308;Cariacica
32013080042;NA;NA;NA;NA;NA;Rio Marinho A;3201308;Cariacica
32013080043;NA;NA;NA;NA;NA;Alzira Ramos;3201308;Cariacica
32013080044;NA;NA;NA;NA;NA;Vista Linda;3201308;Cariacica
32013080045;NA;NA;NA;NA;NA;Vista Mar A;3201308;Cariacica
32013080047;NA;NA;NA;NA;NA;Nova Campo Grande;3201308;Cariacica
32013080049;NA;NA;NA;NA;NA;Bandeirantes;3201308;Cariacica
32013080050;NA;NA;NA;NA;NA;Bela Vista;3201308;Cariacica
32013080052;NA;NA;NA;NA;NA;Campo Belo;3201308;Cariacica
32013080053;NA;NA;NA;NA;NA;Chácaras União;3201308;Cariacica
32013080054;NA;NA;NA;NA;NA;Dom Bosco;3201308;Cariacica
32013080056;NA;NA;NA;NA;NA;Graúna;3201308;Cariacica
32013080057;NA;NA;NA;NA;NA;Itacibá;3201308;Cariacica
32013080060;NA;NA;NA;NA;NA;Mucuri;3201308;Cariacica
32013080062;NA;NA;NA;NA;NA;Novo Horizonte;3201308;Cariacica
32013080063;NA;NA;NA;NA;NA;Oriente;3201308;Cariacica
32013080065;NA;NA;NA;NA;NA;Piranema;3201308;Cariacica
32013080067;NA;NA;NA;NA;NA;Santa Cecília A;3201308;Cariacica
32013080068;NA;NA;NA;NA;NA;São Conrado;3201308;Cariacica
32013080069;NA;NA;NA;NA;NA;São Gonçalo;3201308;Cariacica
32013080071;NA;NA;NA;NA;NA;Vale dos Reis;3201308;Cariacica
32013080072;NA;NA;NA;NA;NA;Vila Independência A;3201308;Cariacica
32013080073;NA;NA;NA;NA;NA;Vila Isabel;3201308;Cariacica
32013080075;NA;NA;NA;NA;NA;Vista Dourada;3201308;Cariacica
32013080076;NA;NA;NA;NA;NA;Cariacica sede;3201308;Cariacica
32013080077;NA;NA;NA;NA;NA;Nova Brasília;3201308;Cariacica
32013080082;NA;NA;NA;NA;NA;Tucum;3201308;Cariacica
32013080084;NA;NA;NA;NA;NA;São Francisco;3201308;Cariacica
32013080086;NA;NA;NA;NA;NA;São Benedito;3201308;Cariacica
32013080088;NA;NA;NA;NA;NA;Maracanã;3201308;Cariacica
